1.000000000000000000e+00	1.750338098241652762e-01	1.272507710673183995e-02	8.741150597186959914e-02	-1.888658961301815931e-01	-1.958299026606614424e-01	-3.518494821200623957e-02	7.748511505190931736e-02	2.495942454668226840e-01	3.910194631030481927e-01	-3.193819384063236733e-01	-2.829701864325644967e-01	6.187033836522926045e-01	-6.502076206029483441e-02	-2.744107161894977498e-01	3.247297731427169487e-01	5.271892266235824742e-01	3.969636764607934465e-01	2.025486489079773023e-01	8.649398669072752566e-02	2.737987468963453130e-01	6.088098789725068100e-02	-2.405070361260464584e-01	1.091141176402160018e-01	2.442247818821669317e-02	5.798091780661549649e-02	1.981399233767141832e-01	9.965889920907754218e-02	3.337440833243343064e-01	1.166284860168210688e-02	2.349253459295037177e-02	6.222509843077417280e-02	-2.762269552320091859e-01	6.038305202753951884e-02	1.231426837682461223e-01	2.489293392102067681e-01	7.341168091161223708e-02	-2.755772749309017833e-01
1.750338098241652207e-01	1.000000000000000000e+00	6.696415775022400430e-02	7.112811447473300630e-01	-1.703856694389589421e-01	-1.877695211716522428e-01	-1.051071089592894164e-02	2.186118856056943061e-01	-1.033099650435453758e-02	1.386229068714923129e-01	-3.553621714440397539e-01	-3.345382020851753180e-01	1.913052907300770711e-01	-2.544496758355756505e-01	-3.487062826947117666e-01	1.391541117741360023e-01	1.708007969371430623e-01	1.567164997442495600e-01	1.084231402055447907e-01	1.551847678524748420e-01	1.058714841032932646e-01	1.048524376630882299e-01	-2.378973327887038414e-01	2.087959900866027951e-01	9.295954080522335350e-02	1.387322534511467864e-01	4.774876789570525193e-01	4.393234395725829078e-01	3.947068967387070137e-01	4.483583682190239034e-02	5.746085432953442623e-02	3.863288887365787794e-01	-3.046117094313636753e-01	4.533200920559099512e-01	1.673279184868565472e-01	1.551696436021853809e-01	1.050774213680497338e-01	-3.043322844322124410e-01
1.272507710673183648e-02	6.696415775022400430e-02	1.000000000000000000e+00	1.348795237563123750e-01	-4.151517119689031310e-02	-6.024525935688686967e-02	9.425977699973197774e-03	2.067503630004730308e-01	-1.931720539006551510e-02	-1.696977593176769369e-02	-1.206781638953123570e-01	-1.094046581853410638e-01	2.749361092033600438e-03	-1.035233192809934394e-01	-1.386158471308146234e-01	2.987951735735044217e-02	2.693855083458951329e-03	1.015008857306601113e-02	2.996823577873787559e-02	2.687581000040000292e-02	1.514577505957427281e-02	3.392784279410390735e-02	-7.937656865053174804e-02	1.183242374710708478e-01	7.428093999381456536e-01	4.722073701205314888e-01	1.730622578458761922e-04	-3.518900157955547232e-03	9.975315229214604118e-03	2.656412435229951047e-02	2.595772507480072905e-02	3.939113481690825758e-01	-1.323284869357976845e-01	-3.411496683633502558e-02	2.507730506331481285e-02	-7.587971561007994178e-03	2.178704258152723561e-02	-8.924952261101465334e-02
8.741150597186959914e-02	7.112811447473300630e-01	1.348795237563123472e-01	1.000000000000000000e+00	-1.640389929475551956e-01	-1.715283243719229467e-01	-6.045903869572618466e-02	1.743745580937102746e-01	-6.798378265587130820e-02	5.016689354454235972e-02	-2.452909481056930185e-01	-2.533615159813258355e-01	9.183178304202607722e-02	-2.016304709979550303e-01	-2.758955002349736119e-01	1.093999962010923643e-01	1.075187623523314734e-01	7.989557094295805795e-02	7.309501295444015279e-02	1.340288655423156339e-01	7.342996980234199611e-02	6.423548534147122124e-02	-1.906412683526478302e-01	1.178989247259687873e-01	1.104610890290118469e-01	1.358841947063423317e-01	3.596269711302790828e-01	3.834133740330063489e-01	2.794530728421258381e-01	1.467113806538702589e-02	2.690945922181521566e-02	4.561487833214815657e-01	-2.192440863775295679e-01	2.337400077995525072e-01	1.072869079737400477e-01	6.420193605951567128e-02	5.631573614901937835e-02	-2.274190499376591845e-01
-1.888658961301815653e-01	-1.703856694389589421e-01	-4.151517119689032004e-02	-1.640389929475551956e-01	1.000000000000000000e+00	3.552832236411422318e-01	4.939272138022252068e-01	-3.637705493236084719e-02	-1.349742450196387278e-01	-1.757558934810777851e-01	3.426651092838245427e-01	2.013308518436834060e-01	-1.769312941477576839e-01	6.360249274643314799e-02	3.397390680348769121e-01	-1.152678529319386830e-01	-1.204217355024738839e-01	-1.255274875230918963e-01	-8.628210275548454933e-02	-6.176176489582625717e-02	-8.679901739937015415e-02	-5.450003110338461770e-02	3.064780255304586642e-01	3.517540840611108749e-02	-4.345944611663344476e-02	-7.267948904407769972e-02	-1.521548125008522490e-01	-1.526599668863075632e-01	-1.495892321622450949e-01	-2.002179869416500363e-02	-2.980332858826335168e-02	-8.829252079554621158e-02	3.012912425453110332e-01	-2.143515064960375104e-03	-1.051100251972979516e-01	-1.362880085334866320e-01	-6.666763358808716622e-02	5.751652785759534536e-01
-1.958299026606614424e-01	-1.877695211716522428e-01	-6.024525935688687661e-02	-1.715283243719229467e-01	3.552832236411422318e-01	1.000000000000000000e+00	1.797831772920242266e-01	-1.037673658400859733e-01	-1.474177701939040352e-01	-1.618379013841020342e-01	3.278923559037835167e-01	1.871030404308150763e-01	-1.790528423360641108e-01	9.994536665827821742e-02	3.547006207882993922e-01	-1.156444392360338608e-01	-1.171292198844918475e-01	-1.246495001819349774e-01	-7.331603737254900610e-02	-3.707776272159315351e-02	-9.111869595887059359e-02	3.843989547490743452e-02	6.252582522648079122e-01	-7.565034852508256691e-02	-5.770908799513096293e-02	-9.531841892771042435e-02	-1.572799467839189891e-01	-1.553468642477238704e-01	-1.483830401837976931e-01	1.670652024196571939e-01	1.203395067352327347e-01	-1.326685675013348220e-01	3.211267897541621452e-01	3.486499697527314229e-03	-5.550126510073868230e-02	-1.111780580303668442e-01	-1.023923576547856179e-02	4.829919355891856836e-01
-3.518494821200623957e-02	-1.051071089592894164e-02	9.425977699973199508e-03	-6.045903869572618466e-02	4.939272138022252068e-01	1.797831772920242266e-01	1.000000000000000000e+00	4.482410806374728662e-02	-3.659071907833113656e-03	-4.188204037842954697e-02	-3.296215904261890622e-02	-1.144915482720481638e-02	-3.965734089347953961e-02	-9.712780597183424958e-02	1.005203161428938098e-02	-2.982864181967687447e-02	-3.078065217444474547e-02	-1.849343338092193645e-02	-1.789447571596220268e-02	-1.597384092379759701e-02	-2.496993175927262817e-02	2.392835516061173236e-03	5.418994099352712063e-02	2.117255529851075069e-01	3.761677910098856770e-02	4.021355061068303954e-02	-4.180354109584647621e-02	-5.311670681867907556e-02	-4.373648776395503562e-02	3.974002009114194905e-02	4.860159947912436051e-02	-3.858839468001991086e-03	-8.067865343198038497e-02	-7.426708640843350355e-03	-2.333942565127777521e-02	-2.349605159325288822e-02	-1.251995479028474370e-02	1.150933680823948424e-01
7.748511505190931736e-02	2.186118856056943061e-01	2.067503630004730308e-01	1.743745580937102746e-01	-3.637705493236084719e-02	-1.037673658400859733e-01	4.482410806374728662e-02	1.000000000000000000e+00	2.889025935829649810e-02	4.674960578116124643e-02	-1.978379126319185499e-01	-1.565829367067834987e-01	7.056729723478361027e-02	-1.351325718569622580e-01	-1.848571990956227873e-01	5.775364035409918245e-02	4.657652132186116539e-02	7.193074370559739139e-02	5.724118076512635378e-02	5.517422173203995889e-02	3.822521749375804717e-02	5.717269758341020358e-02	-1.354017339160515365e-01	3.277248016090530403e-01	2.796388766560413686e-01	4.036314608955502981e-01	1.088738239494013160e-01	8.787196621449021305e-02	1.007871899898133417e-01	1.992869412512111860e-02	2.087933261462731130e-02	4.437021619960275776e-01	-1.992356491169242072e-01	1.606205546988959398e-01	7.530295980520304577e-02	6.949366723912769883e-02	5.348428943804725555e-02	-1.562801717785747002e-01
2.495942454668226840e-01	-1.033099650435453411e-02	-1.931720539006551510e-02	-6.798378265587130820e-02	-1.349742450196387278e-01	-1.474177701939040352e-01	-3.659071907833111488e-03	2.889025935829649464e-02	1.000000000000000000e+00	1.550621567639674514e-01	-2.801389157747451453e-01	1.704664726999416402e-01	1.341331313483017651e-01	9.877696128957730304e-02	-4.392403960900925775e-02	6.512275612505691660e-03	-8.677251441143276831e-03	1.599530776385483799e-01	1.028406720993345694e-03	-6.745492483898876679e-02	-2.624840764857892111e-02	-1.065967266895552837e-02	-1.641751164569490440e-01	8.371885751339441795e-02	-1.452766792233713307e-02	4.967968569023067070e-03	-5.242584660864598595e-02	-3.111216543562586589e-02	-5.859914405458385017e-02	-1.129014292689056211e-02	-9.294220896175349814e-03	-3.517782954168970772e-02	-1.907649542773574014e-01	1.134866024704811599e-01	2.978246965348116393e-02	2.675804015263337221e-01	3.496121927353026959e-02	-2.445669022282506433e-01
3.910194631030481927e-01	1.386229068714922852e-01	-1.696977593176769369e-02	5.016689354454235972e-02	-1.757558934810777851e-01	-1.618379013841020342e-01	-4.188204037842954697e-02	4.674960578116124643e-02	1.550621567639674514e-01	1.000000000000000000e+00	-2.496747599920989547e-01	-1.920109101592493706e-01	6.697835044395793469e-01	2.147570028491151417e-01	-1.536367725110906468e-01	1.214643998817568904e-01	2.454244971554678800e-01	1.760750640231906194e-01	1.010592486443515209e-01	5.113914753229806959e-02	1.389805000265341151e-01	6.805055337518001179e-02	-1.783004402880207784e-01	8.692837513746090594e-02	-8.543643582208840237e-03	2.765534066766700202e-02	1.304206817260822049e-01	6.619990961920559081e-02	2.654379211688005502e-01	2.520649280572446679e-02	3.541233496902246314e-02	2.069068176460518022e-02	-1.074478671071442681e-01	1.532854634906218316e-01	1.396719730146086802e-01	2.466067090574541598e-01	1.290822263873973030e-01	-2.410227911117590049e-01
-3.193819384063236733e-01	-3.553621714440397539e-01	-1.206781638953123570e-01	-2.452909481056930185e-01	3.426651092838245427e-01	3.278923559037834612e-01	-3.296215904261889929e-02	-1.978379126319185499e-01	-2.801389157747451453e-01	-2.496747599920989547e-01	1.000000000000000000e+00	6.256222459827243121e-01	-2.836949277103546496e-01	4.018484335499603599e-01	7.710037110633991553e-01	-1.685458604443349495e-01	-1.599572654742354716e-01	-2.317173696706004427e-01	-1.283178023692774783e-01	-7.111192152110178133e-02	-1.132653720734997510e-01	-8.899499586314010835e-02	4.707707815886969516e-01	-2.770397193263272051e-01	-1.486142239141546584e-01	-2.008205503576144801e-01	-2.676538817458824493e-01	-2.485475234894037599e-01	-2.322698099713133568e-01	-6.894649613058807802e-02	-8.471845619118180404e-02	-2.169165525142052187e-01	7.666184137549895139e-01	-9.819717667553147511e-02	-1.637455343818064735e-01	-2.377469179115762610e-01	-8.598474330377678387e-02	6.937440957195556424e-01
